sample_name,sample_material,sample_type,latitude,longitude,elevation_ground,min_depth,max_depth,location_type,location_name,location_comment,Er,Eu,Dy,Zr,Tb,Gd,Zn,Cu,S,Ho,La,Ni,Yb,V,Y,Sm,Ce,Cr,Nd,Sr,Ba,Co,Lu,Pr,Tm,Pt,Hf,Sc,Pd,Th,Nb,Ta,P2O5,SiO2,MnO,CaO,TiO2,Fe2O3,K2O,Cr2O3,FeO,Al2O3,Na2O,MgO
LITH03626751-BSD046-303.45,Dacite,Rock,-30.38,121.64,376,-303,-303,Unknown,Black Swan,"North of SS, lower felsics",,,,71.12,,,128,32.67,400,,,,,101.44,12.82,,,30,,199.39,188.89,17.5,,,,,,,,,,,0.15,50.05,0.9,9.03,0.59,1.96,0.85,,15.94,14.35,2.56,3.57
LITH03626751-BSD016-374.70,Dacite,Rock,-30.39,121.64,374,-375,-375,Unknown,Black Swan,"Silver Swan, lower felsics",,,,149.88,,,36,129.78,300,,,,,131.98,13.42,,,21,,309.83,276.27,23.49,,,,,,,,,,,0.21,62.73,0.07,6.02,0.76,1.06,0.63,,8.65,14.79,1.21,3.8
LITH03626751-21262,Basalt,Rock,-29.29,120.56,442,-800,-800,Unknown,Kurrajong,"Kurrajong, Walter Williams",,,,,,,80,11,100,,,75.7,,,,,,342,,,,69,,,,,,,,,,,,53.02,0.16,10.63,0.61,,0.14,0.05,8.19,13.65,3.27,10.22
LITH03626751-HWD38-143.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,75,3500,,,4167.84,,,,,,1654,,,,,,,,,,,,,,,0,41.93,0.08,0.46,0.03,0,0.01,0.24,4.83,0.49,0.34,51.14
LITH03626751-BSD063-471.80,Dacite,Rock,-30.39,121.63,376,-472,-472,Unknown,Black Swan,"Silver Swan, upper felsics",,,,142.73,,,33,7.62,98.07072,,,,,77.35,15.25,,,5,,84.98,307.25,5.44,,,,,,,,,,,0.27,68.64,0.09,4.18,0.6,0.35,3.38,,2.84,15.47,0.5,3.65
LITH03626751-BSD019-185.40,Dacite,Rock,-30.39,121.64,374,-185,-185,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",0.87,0.93,1.86,155.7,0.34,3.09,17,,,0.3,27.19,,0.85,45.85,14.93,4.15,57.58,67,25.59,126.9,6.39,12.8,0.13,6.61,0.12,,,,,3.62,,,0.42,61.04,0.03,0.7,0.76,0.4,0.17,0.009819664,3.29,18.42,10.11,4.6
LITH03626751-HWD19-367.30,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,111,28,2000,,,2186.46,,,,,,3384,,,,139,,,,,,,,,,,0,51.63,0.11,1.18,0.35,0.67,0.09,0.49,7.44,6.69,0.01,31.04
LITH03626751-7-304.52,Basalt,Rock,-32.14,119.79,407,0,0,Unknown,Mount Hope,,,,,21,,,57,29,0,,,868.45,,155,9,,,1244,,145,100,67,,,,,,,,,,,0,49.49,0.22,18.1,0.37,1.17,0.21,0.18,9.51,3.74,0.31,16.62
LITH03626751-BSD075-198.8,Dacite,Rock,-30.39,121.63,376,-199,-199,Unknown,Black Swan,"Northern channel, Northern channel",,,,442.38,,,88,81,,,,544.27,,111.69,30.66,,,,,6.57,522,15,,,,,,,,,9,,0.03,64.35,0.05,0.07,1.15,0.61,2.14,0.01,4.92,13.56,0.2,12.92
LITH03626751-AMP-HM-120524-020D,Basalt,Rock,-21.397148,117.15497,329,0,0,Unknown,Hamersley Basin North,"North Hamersley Basin, North Hamersley Basin",3.43,1.22,5.26,137.96,0.78,5.14,87.79,90.49,83.69274,1.14,25.18,0,3.18,201.72,28.74,5.09,50.79,100,23.93,201.61,719.71,50.63,0.49,5.93,0.51,,4.18,31.35,,7.75,8.98,0.94,0.12,56.12,0.08,4.96,0.89,1.07,1.33,0.01,8.68,16.26,3.96,6.48
LITH03626751-HWD26A-250.00,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,490,860,12900,,,3210.05,,,,,,4891,,,,263,,,,,,,,,,,0,43.02,0.13,2.58,0.1,0.35,0.09,0.71,8.57,1.68,0.01,41.64
LITH03626751-bsd030-299.4,Dacite,Rock,-30.39,121.64,374,-299,-299,Unknown,Black Swan,"Silver Swan, lower felsics",,,,160.49,,,12,86.21,300,,,,,87.34,16.37,,,35,,826.49,908.37,8.73,,,,,,,,,,,0.15,69.96,0.03,6.33,0.56,0.28,1.91,0.005106259,2.27,15.82,1.71,0.94
LITH03626751-HWD38-315.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,57,21,800,,,2557.4,,,,,,2342,,,,,,,,,,,,,,,0,48.36,0.13,3.79,0.22,0.47,0.01,0.34,6.79,4.67,0.02,34.94
LITH03626751-MKD53-584,Andesite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"Constriction 1, Constriction 1, BHP BILLITON LTD",,,,,,,25.03,5.01,100,,,,,,,,,80,,,0,,,,,,,,,,,,0,61.51,0.1,7.59,0.57,0.7,0.31,0.01,5.72,15.4,4.07,3.98
LITH03626751-BSD080-224.40iv,Dacite,Rock,-30.38,121.64,376,0,0,Unknown,Black Swan,"North of SS, LUM S oc",,,,219.46,,,75,1.04,,,,,,67.6,20.8,,,44,,325.56,40.56,13.52,,,,,,,,,,,0.53,60.09,0.02,0.93,0.71,0.46,0.03,0.006384799,3.73,19.41,8.1,5.93
LITH03626751-SXB04702,Basalt,Rock,-31.34,119.41,395,-49,-49,Unknown,Glendower,"Target 10, SONS OF GWALIA LTD",1.23,0.52,1.96,38.18,0.25,1.44,91.24,91.34,,0.39,1.96,923.22,1.29,208.11,,1.18,4.64,2246,3.81,,,93.56,0.16,0.74,0.16,0.01651,0,,0.0129,0.2,1.54,0,0.04,49.54,0.23,9.21,0.56,1.29,0.06,0.32,10.45,9.74,1.17,17.24
LITH03626751-HWD38-156.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,101,3200,,,4150.09,,,,,,1652,,,,,,,,,,,,,,,0,41.26,0.08,0.5,0.03,0,0.04,0.24,5.71,0.44,0.11,50.97
LITH03626751-WAM024-291.3,Andesite,Rock,-27.83,120.72,506,0,0,Unknown,Perseverance,,,,,,,,128.58,179.18,1900,,,,,,,,,216,,,0,76.79,,,,,,,,,,,0,53.08,0.26,11.72,1.16,1.17,0.75,0.03,9.5,16.35,1.36,4.68
LITH03626751-BSD101-514.85,Dacite,Rock,-30.39,121.65,368,-515,-515,Unknown,Black Swan,"Southern flank, lower felsics",,,,136.22,,,55,4.25,,,,,,75.43,20.18,,,37,,134.94,115.1,12.68,,,,,,,,,10,,0.13,70.76,0.1,3.03,0.51,0.5,0.41,0.005556049,4.06,15.75,1.25,3.5
LITH03626751-BSD047-190.85,Dacite,Rock,-30.39,121.63,376,-191,-191,Unknown,Black Swan,"Cygnet, Silver Swan-Cygnet",0.65,0.72,1.49,132.76,0.24,2,3,8.23,72.04723,0.24,15.95,,0.61,68.95,14.4,2.57,33.96,31,15.43,346.82,28.81,6.17,0.1,4.11,0.09,,,,,2.93,,,0.16,70.29,0.02,1.6,0.52,0.16,0.1,,1.3,14.92,7.01,3.87
LITH03626751-SXB04769,Basalt,Rock,-31.58,119.68,393,0,0,Unknown,Harris Find,Target 24,4.29,2.95,8.85,53.63,1.44,10.14,133.12,49.85,,1.63,26.82,,3.57,191.35,,9.32,24.23,1042,38.1,,,57.6,0.49,8.47,0.57,0.02433,0,,0.01346,1.96,2.07,0,0.01,53.66,0.16,10.26,0.52,1.15,0.22,0.15,9.39,13.04,2.1,9.25
LITH03626751-AMP-HM-120523-012C,Basalt,Rock,-23.153152,117.777145,455,0,0,Unknown,Paraburdoo East,"South of Tom Price Syncline, South Hamersley Basin",3.08,1.64,5.44,188.09,0.88,6.05,108.95,168.64,100,1.13,34.22,0,2.63,142.87,26.82,6.6,69.48,49,33.61,254.7,714.77,49.07,0.39,8.2,0.43,,5.34,14.39,,8.59,12.02,1.13,0.15,57.29,0.18,7.51,1.22,1.25,1.26,0.007195047,10.15,13.45,3.02,4.48
LITH03626751-21094,Basalt,Rock,-29.29,120.56,442,-783,-783,Unknown,Kurrajong,"Kurrajong, Walter Williams",,,,,,,108,108,200,,,,,,,,,342,,,,92,,,,0.01181,,,0.01119,,,,,55.46,0.07,8.42,0.67,,0.09,0.05,8.85,14.48,4.08,7.75
LITH03626751-HWD03-094.40,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,84,45,1600,,,2338.2,,,,,,3670,,,,128,,,,,,,,,,,0,45.12,0.32,5.05,0.1,0.76,0.1,0.53,9.34,5.72,0.16,32.64
LITH03626751-HWD38-206.20,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,189,8700,,,4147.92,,,,,,1790,,,,,,,,,,,,,,,0,40.52,0.09,0.96,0.03,0,0.03,0.26,5.18,0.43,0.06,50.95
LITH03626751-AMP-HM-120525-027I,Basalt,Rock,-22.67755,117.89648,828,0,0,Unknown,Tom Price North,"North of Tom Price Syncline, South Hamersley Basin",4.72,1.9,7.21,198.13,1.12,7.04,74.94,82.54,2100,1.61,32.23,0,4.2,213.53,39.73,6.92,71.14,,33.98,78.22,83.97,43.67,0.62,8.36,0.62,,5.54,30.79,,11.08,13.03,1.12,0.18,62.32,0.15,6.3,1.19,0.81,0.18,,6.58,13.48,6.13,2.77
LITH03626751-MED11-147.7,Andesite,Rock,-32.43,119.74,414,0,0,Unknown,Tetleys,"Mid-Eastern, SONS OF GWALIA LTD",,,,111,,,82,37,1700,,,,,303,27,,,,,160,14,42,,,,,,,,,,,,54.82,0.21,9.27,1.44,1.58,0.08,,12.87,13.33,2.05,4.38
LITH03626751-BSD033-431.35,Dacite,Rock,-30.39,121.64,374,-431,-431,Unknown,Black Swan,"Silver Swan, lower felsics",,,,99.26,,,8,50.73,100,,,,,66.17,14.33,,,48,,355.14,453.3,9.92,,,,,,,,,13,,0.18,66.85,0.1,5.94,0.73,0.41,1.65,0.006943708,3.34,17.01,1.6,2.16
LITH03626751-BSD037E-573.25,Dacite,Rock,-30.39,121.64,374,-573,-573,Unknown,Black Swan,"Silver Swan, lower felsics",,,,298.18,,,27,25.46,200,,,,,55.75,20.6,,,198,,1149.1,801.22,21.82,,,,,,,,,,,0.78,55.2,0.08,13.75,0.88,0.53,1.07,0.02,4.3,15.2,1.97,6.16
LITH03626751-MKD66-164.5,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,79.8,15.01,52.73266,,,764.25,,,,,,1097,,,0,,,,,,,,,,,,0,48.36,0.18,8.25,0.51,1.34,1.31,0.16,10.89,12.4,1.28,15.24
LITH03626751-DD11-101.5,Basalt,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,5,,,49,76,500,,,501.6,,134,2,,,1032,,179,126,56,,,,,,,,,,,,51.02,0.16,9.22,0.14,0.65,1.28,0.15,5.34,18.37,1.2,12.42
LITH03626751-BSD079-272.45,Dacite,Rock,-30.39,121.63,376,-272,-272,Unknown,Black Swan,"Northern flank, Northern flank",,,,203.12,,,56,70.52,100,,,,,79.98,17.89,,,53,,547.28,182.07,11.57,,,,,,,,,,,0.32,59.66,0.07,3.91,0.79,0.45,1.11,0.007691082,3.7,17.76,9.13,3.04
LITH03626751-HWD03-166.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,30,30,400,,,3917.98,,,,,,2543,,,,89,,,,,,,,,,,0,42.93,0.05,0.05,0.01,0.03,0.02,0.37,7.14,0.24,0.01,48.7
LITH03626751-SUDD005-201.5,Dacite,Rock,-28.46,121.11,473,-201.5,-201.5,Unknown,Sullivans Prospect,"Sullivans Ultramafic Unit, ST BARBARA LTD",,,,112.58,,,34.79,,100,,,0,,61.41,,,,51,,,,10.23,,,,,,,,,,,0.15,69.39,0.05,0.67,0.42,0.34,0.47,0.007479571,2.77,16.06,6.45,3.17
LITH03626751-SXB04661,Andesite,Rock,-31.27,119.32,342,-480,-480,Unknown,Transvaal (Southern Cross),"Transvaal, Transvaal, ST BARBARA LTD",,,,157.37,,,,138.26,29800,,,,,288.36,,,,368,,,,,,,,,,,,,,,0.06,61.85,0.13,1.41,0.98,0.83,2.32,0.05,6.79,22.05,1.27,3.87
LITH03626751-HWD38-113.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,1898,22800,,,3173.05,,,,,,2258,,,,,,,,,,,,,,,,46.05,0.12,1.99,0.01,,0.08,0.33,8.75,0.15,1.25,41.27
LITH03626751-BSD063-447.30A,Dacite,Rock,-30.39,121.63,376,-447,-447,Unknown,Black Swan,"Silver Swan, upper felsics",,,,175.93,,,28,4.16,,,,,,86.4,14.57,,,10,,151.99,408.09,2.08,,,,,,,,,,,0.4,63.49,0.12,0.64,0.94,0.46,3.62,,3.72,23.17,1.57,1.83
LITH03626751-ELD003-143.6,Dacite,Rock,-30.28,121.95,429,-144,-144,Unknown,Emu Lake,,,,,163.34,,,1023,15.18,2200,,,,,1.01,32.58,,,3,,113.63,485.98,4.06,,,,,,,,,,,0.008145575,78.43,0.01,0.26,0.09,0.17,0.86,,1.38,12.87,5.75,0.09
LITH03626751-BSD068-279.4,Dacite,Rock,-30.39,121.63,376,-279.4,-279.4,Unknown,Black Swan,,,,,200.07,,,115,15.82,600,,,,,68.95,14.69,,,16,,373.01,388.83,11.3,,,,,,,,,,,0.13,59.93,0.51,6.98,0.57,1.01,1.34,,8.23,16.79,1.62,2.83
LITH03626751-HWD35-241.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,37,0,900,,,4370.37,,,,,,1368,,,,137,,,,,,,,,,,,41.27,0.04,0.05,0,,0.05,0.2,5.04,0.19,0.05,53.11
LITH03626751-BSD089-206.10,Dacite,Rock,-30.39,121.64,374,-206,-206,Unknown,Black Swan,"Cygnet-Black Swan gap, upper felsics",0.66,0.57,1.38,113.28,0.23,1.92,41,18.13,600,0.24,16.56,,0.64,60.91,11.75,2.35,32.06,13,13.35,187.02,570.7,10.67,0.1,3.52,0.09,,,,,2.45,,,0.13,69.28,0.03,3.39,0.52,0.27,2.87,,2.24,16.31,3.02,1.87
LITH03626751-BSD091B-505.70B,Dacite,Rock,-30.39,121.63,376,-506,-506,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,165.66,,,69,56.27,3200,,,,,97.58,19.28,,,168,,196.29,291.61,21.38,,,,,,,,,,,0.24,64.9,0.17,7.05,0.62,0.46,1.64,0.02,3.73,15.39,1.27,4.42
LITH03626751-21278,Basalt,Rock,-29.29,120.57,417,0,0,Unknown,Kurrajong,"Kurrajong, Walter Williams",,,,,,,53,16,200,,,164.53,,,,,,137,,,,53,,,,,,,,,,,,48.15,0.14,17.9,0.47,,0.13,0.02,6.42,14.78,0.57,11.38
LITH03626751-HWD24-250.70,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,36,0,400,,,4233.62,,,,,,1303,,,,139,,,,,,,,,,,0,41.72,0.08,0,0.01,0,0.06,0.19,5.41,0.24,0.06,51.78
LITH03626751-MKD23-425,Dacite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,MK Unit,,,,,,,50.13,10.02,51.18579,,,,,,,,,5,,,0,,,,,,,,,,,,0,63.77,0.07,3.36,1.06,0.19,1.08,0.000732744,1.57,16.72,8.96,3.17
LITH03626751-AMP-HM-120523-012A,Basalt,Rock,-23.153152,117.777145,455,0,0,Unknown,Paraburdoo East,"South of Tom Price Syncline, South Hamersley Basin",8.03,2.32,11.65,204.08,1.81,9.96,98.95,49.37,100,2.62,37,0,7.13,86.58,60.19,9.52,83.8,92,41.74,23.7,74.52,11.95,1.07,10.24,1.08,,6.8,11.33,,10.64,18.65,1.54,0.06,70.89,0.03,11.57,0.51,0.34,0.05,0.01,2.83,12.39,0.08,1.2
LITH03626751-BSD062-304.2,Dolerite,Rock,-30.39,121.63,376,-304.2,-304.2,Unknown,Black Swan,,,,,75.7,,,113,63.43,87.06352,,,,,235.8,16.13,,,777,,409.56,650.33,52.23,,,,,,,,,,,0.07,47.7,0.26,14.49,0.78,1.17,2.12,0.11,9.48,16.02,1.39,6.35
LITH03626751-21121,Basalt,Rock,-29.29,120.57,417,0,0,Unknown,Kurrajong,"Kurrajong, Walter Williams",,,,,,,53,26,100,,,126.97,,,,,,137,,,,58,,,,,,,,,,,,50.97,0.14,14.25,0.26,,0.07,0.02,6.76,15.37,1.22,10.89
LITH03626751-HWD38-200.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,80,4600,,,3540.93,,,,,,1720,,,,,,,,,,,,,,,0,44.02,0.15,2.85,0.03,0.14,0.03,0.25,6.23,0.28,0.07,44.97
LITH03626751-BSD081B-739.10,Dacite,Rock,-30.39,121.63,376,-739,-739,Unknown,Black Swan,"Cygnet, lower felsics",,,,147.32,,,6,6.4,100,,,,,12.81,4.27,,,1,,860.48,327.75,3.2,,,,,,,,,,,0.01,69.71,0.02,3.23,0.28,0.09,0.61,,0.78,20.65,3.06,1.49
LITH03626751-HWD03-106.70,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,137,40,3300,,,2591.01,,,,,,3125,,,,130,,,,,,,,,,,0,45.51,0.26,4.24,0.08,0.61,0.02,0.45,8.73,4.64,0.09,35.29
LITH03626751-BSD068-312.3,Dacite,Rock,-30.39,121.63,376,-312.3,-312.3,Unknown,Black Swan,,,,,177.72,,,74,30.47,1100,,,,,65.41,11.99,,,,,438.31,1389.07,8.7,,,,,,,,,,,0.24,66.4,0.06,5.75,0.54,0.36,2.67,,2.92,17.29,2.47,1.25
LITH03626751-HWD38-316.80,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,54,7,700,,,2517.88,,,,,,2620,,,,,,,,,,,,,,,0,49.15,0.1,2.43,0.26,0.53,0.01,0.38,7.32,5.04,0.01,34.53
LITH03626751-BS23-10-4,Rhyolite,Rock,-30.39,121.63,376,0,0,Unknown,Black Swan,Silver Swan,,,,98.38,,,30,669.64,6100,,,,,67.7,14.8,,,37,,462.28,471.8,29.2,,,,,,,,,,,0.12,77.42,0.01,0.22,0.55,0.26,0.85,0.005411311,2.17,15.75,2.35,0.2
LITH03626751-HWD08-324.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,13,0,1800,,,4320.61,,,,,,1648,,,,,,,,,,,,,,,0,43.22,0.06,0.1,0.01,0,0.01,0.24,3.15,0.13,0.15,52.62
LITH03626751-BSD027-578.43,Dacite,Rock,-30.39,121.64,374,-578,-578,Unknown,Black Swan,"Silver Swan, lower felsics",,,,162.48,,,55,18.2,,,,,,157.63,14.55,,,29,,558.99,562.63,15.77,,,,,,,,,,,0.13,51.13,0.18,12.46,0.84,0.66,2.54,,5.36,19.99,1.87,4.77
LITH03626751-MKD66-148.2,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,85.08,90.03,700,,,384.14,,,,,,350,,,0,,,,,,,,,,,,0,47.62,0.2,11.64,0.69,1.29,1.09,0.05,10.51,14.76,1.21,10.91
LITH03626751-HWD11-360.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,24,0,400,,,4202.78,,,,,,1509,,,,102,,,,,,,,,,,0,42.08,0.02,0,0.01,0,0.07,0.22,5.46,0.18,0.06,51.48
LITH03626751-BSD061E-576.35,Dacite,Rock,-30.39,121.63,376,-576,-576,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,184.55,,,55,9.39,7700,,,,,69.34,19.2,,,5,,118.41,3675.03,7.31,,,,,,,,,14,,0.38,70.51,0.02,0.53,0.69,0.26,4.33,,2.17,18.32,0.38,2.3
LITH03626751-659428,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,,,,39,,,179,78,800,,,,,209,10,,,3284,,6,11,,,,,,,,,,,,,37.18,0.77,6.3,0.67,0,0.03,0.48,25.99,10.52,0.4,17.65
LITH03626751-GAC44-41-42,Basalt,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Upper Unit,,,,57.6,,,136,66,,,,,,285.94,21.6,,,205,,163.54,85,38,,,,,,,,,,,,50.91,0.23,9.79,1.11,1.29,0.33,0.03,10.49,16.25,2.4,7.18
LITH03626751-HWD32-149.60,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,18,0,1600,,,4326.3,,,,,,1443,,,,121,,,,,,,,,,,0,41.53,0.04,0.01,0.01,0,0.01,0.21,4.82,0.24,0.07,52.68
LITH03626751-EH-13B,Dacite,Rock,-30.39,121.63,376,-13,-13,Unknown,Black Swan,,,,,214.3,,,7,7.17,,,,,,54.34,16.4,,,5,,150.72,616.24,3.07,,,,,,,,,,,0.02,73.95,,0.08,0.64,0.04,4.28,,0.38,19.43,0.95,0.18
LITH03626751-HWD38-256.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,1857,18700,,,4047.69,,,,,,1822,,,,,,,,,,,,,,,0,42.22,0.04,0.11,0.05,0.03,0.03,0.26,4.82,0.93,0.08,49.97
LITH03626751-BSD037-187.55,Dacite,Rock,-30.39,121.63,376,-188,-188,Unknown,Black Swan,"Silver Swan, upper felsics",,,,145.09,,,5,37.79,1100,,,,,86.62,15.15,,,42,,160.25,284.77,11.87,,,,,,,,,11,,0.23,65.33,0.02,6.18,0.66,0.46,2.94,0.006171918,3.74,15.86,2.62,1.9
LITH03626751-MKD66-163.9,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,84.83,20.02,52.18528,,,575.08,,,,,,978,,,0,,,,,,,,,,,,0,50.47,0.17,8.89,0.53,1.28,1.04,0.14,10.44,12.27,1.57,13.11
LITH03626751-MID04-248.0,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,MK Unit,,,,,,,111.15,130.69,2100,,,322.54,,,,,,404,,,0,,,,,,,,,,,,0,50.9,0.18,11.37,0.52,1.28,0.18,0.05,10.43,13.21,1.79,10.18
LITH03626751-MKD66-144,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,80.33,109.99,1800,,,334.47,,,,,,442,,,0,,,,,,,,,,,,0,48.6,0.17,11.47,0.6,1.15,1.55,0.06,9.31,15.61,1.2,10.34
LITH03626751-HWD38-149.30,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,75,7500,,,4003.04,,,,,,1795,,,,,,,,,,,,,,,0,41.95,0.08,1.49,0.04,0.01,0.04,0.26,4.93,0.48,0.2,49.53
LITH03626751-HWD38-334.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,448,18000,,,3511.02,,,,,,1407,,,,,,,,,,,,,,,0,41.17,0.11,4.2,0.03,0.23,0.03,0.2,7.5,0.64,0.04,44.67
LITH03626751-HWD32-162.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,18,0,1300,,,4198.99,,,,,,1581,,,,146,,,,,,,,,,,0,41.18,0.05,0.01,0.01,0,0.02,0.23,6.26,0.23,0.07,51.45
LITH03626751-BSD027B-591.20,Dacite,Rock,-30.39,121.64,374,-591,-591,Unknown,Black Swan,"Silver Swan, lower felsics",,,,147.05,,,111,60.93,100,,,,,78.77,15.75,,,11,,376.04,154.4,16.8,,,,,,,,,,,0.21,69.64,0.04,1.65,0.7,0.62,0.52,,5.05,16.94,1.75,2.83
LITH03626751-MKD53-361,Basalt,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"Constriction 1, Constriction 1, BHP BILLITON LTD",,,,,,,44.93,5,51.93484,,,348.24,,,,,,669,,,0,,,,,,,,,,,,0,50.28,0.18,13.37,0.69,0.78,0.2,0.09,6.33,15.75,1.67,10.57
LITH03626751-AMP-HM-120522-006J,Basalt,Rock,-22.923803,117.36811,436,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",3.32,1.37,5.03,111.93,0.78,4.57,89.13,56.35,51.88777,1.17,10.88,0,3.04,216.62,28.08,3.94,24.04,517,15.02,96.49,126.55,45.66,0.47,3.35,0.44,,3.21,30.05,,2.02,5.28,0.51,0.16,54.09,0.16,8.12,1.07,1.19,0.22,0.07,9.69,12.48,2.88,9.85
LITH03626751-HWD32-101.70,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,30,0,5700,,,3718.99,,,,,,1378,,,,310,,,,,,,,,,,0,45.88,0.04,0.05,0.01,0.08,0.08,0.2,5.64,0.24,0.15,46.74
LITH03626751-HWD08-296.30,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,4,0,3900,,,3882.97,,,,,,2141,,,,,,,,,,,,,,,0,44.38,0.06,0.25,0.04,0.04,0.01,0.31,5.32,0.84,0.05,48.35
LITH03626751-BSD045-290.10,Dacite,Rock,-30.38,121.64,376,-290,-290,Unknown,Black Swan,"North of SS, lower felsics",1.05,0.96,2.14,154.36,0.37,2.67,1,9.65,,0.37,19.29,,1,81.46,16.07,3.32,39.66,60,17.68,205.81,346.24,9.65,0.15,4.71,0.15,,,,,2.84,,,0.19,70.03,0.02,3.84,0.76,0.21,1.71,0.008773686,1.72,16.57,3.29,1.6
LITH03626751-BSD074-336.70B,Dacite,Rock,-30.38,121.64,376,-337,-337,Unknown,Black Swan,"North of SS, lower felsics",,,,156.52,,,23,22.99,,,,,,95.23,16.41,,,57,,210.16,1045.34,9.85,,,,,,,,,,,0.2,66.42,0.27,5.7,0.74,0.5,3.64,0.008319006,4.07,15.91,1.02,1.47
LITH03626751-HWD10-366.70,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,30,0,200,,,4148.38,,,,,,1781,,,,97,,,,,,,,,,,0,41.95,0.06,0.15,0.1,0,0.07,0.26,4.35,1.7,0.01,50.95
LITH03626751-BSD092-543.2,Dacite,Rock,-30.38,121.64,376,-543,-543,Unknown,Black Swan,"North of SS, LUM S oc",,,,37.97,,,105,15.28,,,,,,292.93,9.76,,,3353,,78.11,368.88,50.23,,,,,,,,,,,0.03,57.7,0.04,1.56,0.87,1.03,2.36,0.48,8.38,19.16,0.49,7.89
LITH03626751-BSD015-240.5A,Dacite,Rock,-30.39,121.64,374,-240,-240,Unknown,Black Swan,"Silver Swan, lower felsics",,,,86.36,,,119,10375,64700,,,,,50.97,5.66,,,,,581.88,50,487,,,,,,,,,,,,60.99,0.07,11.18,0.59,0.49,0.55,,3.99,15.06,2.42,4.09
